Planet_name,Host_name,gaia_id,Number_of_stars,Number_of_planets,Number_of_moons,disc_facility,Planet_controversial_flag,Orbital_period[days],delta_orbpererr1,delta_orbpererr2,pl_orbperlim,Orbit_semimajor_axis,delta_orbsmaxerr1,delta_orbsmaxerr2,pl_orbsmaxlim,angular_separation[mas],delta_angseperr1,delta_angseperr2,pl_angseplim,Planet_radius[Earth],delta_radeerr1,delta_radeerr2,pl_radelim,Planet_radius[Jupiter],delta_radjerr1,delta_radjerr2,pl_radjlim,Planet_mass[Earth],delta_bmasseerr1,delta_bmasseerr2,pl_bmasselim,Planet_mass[Jupiter],delta_bmassjerr1,delta_bmassjerr2,pl_bmassjlim,Planet_density[g/cm^3],delta_denserr1,delta_denserr2,pl_denslim,Orbit_eccentricity,delta_orbeccenerr1,delta_orbeccenerr2,pl_orbeccenlim,Planet_insolation_flux[Earth],delta_insolerr1,delta_insolerr2,pl_insollim,Planet_equilibrium_temperature[K],delta_eqterr1,delta_eqterr2,pl_eqtlim,Orbital_inclinitation[deg],delta_orbinclerr1,delta_orbinclerr2,pl_orbincllim,ttv_flag,Ratio_semimajor_stellarradius,delta_ratdorerr1,delta_ratdorerr2,pl_ratdorlim,Ratio_planetradius/stellar,delta_ratrorerr1,delta_ratrorerr2,pl_ratrorlim,Radial_velocity_amplitude[m/s],delta_rvamperr1,delta_rvamperr2,pl_rvamplim,True_Obliquity,delta_trueobliqerr1,delta_trueobliqerr2,pl_trueobliqlim,Spectral_type,Stellar_effective_temperature,delta_tefferr1,delta_tefferr2,st_tefflim,Stellar_radius,delta_raderr1,delta_raderr2,st_radlim,Stellar_mass,delta_masserr1,delta_masserr2,st_masslim,Stellar_metallicity[dex],delta_meterr1,delta_meterr2,st_metlim,Stellar_metallicity_ratio,Stellar_luminocity[log(sun)],delta_lumerr1,delta_lumerr2,st_lumlim,Stellar_gravity_logg,delta_loggerr1,delta_loggerr2,st_logglim,Stelar_age[Gyr],delta_ageerr1,delta_ageerr2,st_agelim,Stellar_density[g/cm^3],delta_denserr1.1,delta_denserr2.1,st_denslim,Stelar_rotational_velocity[km/s],delta_vsinerr1,delta_vsinerr2,st_vsinlim,Stellar_rotational_period[days],delta_rotperr1,delta_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,RA[sexagesimal],RA[deg],DEC[sexagesimal],DEC,Distance[parsec],delta_disterr1,delta_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,st_nspec
Kepler-1037 b,Kepler-1037,Gaia DR2 2080563320187721344,1,1,0,Kepler,0,1.063788673,1.265e-06,-1.265e-06,0.0,0.0198,,,0.0,0.0443,,,0.0,1.28,0.09,-0.07,0,0.11419395,0.00802926,-0.00624498,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,1015.434,26.677,-26.095,0.0,1650.0,,,0.0,86.11,,,0.0,0,7.62,1.6,-1.6,0.0,0.014673,0.000723,-0.000291,0.0,,,,,,,,,K1,5105.0,96.95,-70.71,0.0,0.78,0.039,-0.042,0.0,0.82,0.04,-0.045,0,-0.03,0.139,-0.164,0.0,[Fe/H],-0.44752,,,0.0,4.57,0.029,-0.051,0.0,5.13,5.74,-3.11,0.0,7.38471,1.52345,-2.43268,0.0,,,,,,,,,,,,,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.914,3.126,-3.126,14.475,0.126,-0.126,12.248,0.024,-0.024,14.2311,0.000593,-0.000593,0
Kepler-1082 b,Kepler-1082,Gaia DR2 2133127363335546112,1,1,0,Kepler,0,1.543206604,4.536e-06,-4.536e-06,0.0,0.02571,0.00022,-0.00022,0.0,0.0348,,,0.0,1.12,0.18,-0.13,0,0.09991971,0.01605852,-0.01159782,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,2949.557,84.946,-82.351,0.0,1827.0,,,0.0,87.26,,,0.0,0,4.546,0.385,-0.385,0.0,0.00878,0.000291,-0.000178,0.0,,,,,,,,,G1,5923.0,80.65,-64.28,0.0,1.14,0.18,-0.13,0.0,1.03,0.055,-0.059,0,-0.06,0.105,-0.125,0.0,[Fe/H],0.3142,0.01401,-0.01898,0.0,4.33,0.107,-0.102,0.0,5.75,1.4,-2.33,0.0,0.4,0.02,-0.02,0.0,,,,,,,,,,,,,19h17m26.08s,289.3586737,+50d35m54.42s,50.5984489,739.557,7.8,-7.641,13.444,0.069,-0.069,11.97,0.021,-0.021,13.3417,0.000223,-0.000223,0
Kepler-1124 b,Kepler-1124,Gaia DR2 2099183583961614208,1,1,0,Kepler,0,2.852348975,3.028e-06,-3.028e-06,0.0,0.0305,,,0.0,0.105,,,0.0,1.28,0.12,-0.07,0,0.11419395,0.01070568,-0.00624498,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,50.777,5.254,-4.833,0.0,621.0,,,0.0,89.45,,,0.0,0,10.7,4.7,-4.7,0.0,0.03537,0.002817,-0.000801,0.0,,,,,,,,,M2,3658.0,33.4,-26.65,0.0,0.34,0.018,-0.016,0.0,0.35,0.02,-0.021,0,-0.59,0.074,-0.084,0.0,[Fe/H],-1.32347,0.09063,-0.11467,0.0,4.93,0.018,-0.02,0.0,3.39,5.26,-1.95,0.0,5.163418,0.277801,-0.277801,0.0,,,,,,,,,,,,,19h06m22.62s,286.5942529,+37d53m28.62s,37.8912836,289.899,3.536,-3.536,16.745,1.133,-1.133,12.826,0.027,-0.027,15.9678,0.000743,-0.000743,0
Kepler-1164 b,Kepler-1164,Gaia DR2 2099632837540824192,1,1,0,Kepler,0,3.97599768,1.086e-05,-1.086e-05,0.0,0.04635,0.00029,-0.00029,0.0,0.107,,,0.0,1.12,0.04,-0.07,0,0.09991971,0.00356856,-0.00624498,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,181.205,4.445,-4.316,0.0,936.0,,,0.0,88.57,,,0.0,0,13.22,4.1,-4.1,0.0,0.01345,0.00026,-0.000676,0.0,,,,,,,,,K0,5183.0,80.28,-63.78,0.0,0.79,0.022,-0.023,0.0,0.85,0.031,-0.037,0,-0.03,0.105,-0.105,0.0,[Fe/H],-0.39926,,,0.0,4.57,0.016,-0.02,0.0,3.63,2.8,-1.82,0.0,1.86,0.04,-0.06,0.0,,,,,,,,,,,,,19h10m07.11s,287.5296372,+38d53m40.22s,38.8945065,431.622,3.244,-3.196,14.321,0.137,-0.137,12.203,0.02,-0.02,14.0899,0.000432,-0.000432,0
Kepler-1288 b,Kepler-1288,Gaia DR2 2103960721465412864,1,1,0,Kepler,0,2.76122421,1.477e-05,-1.477e-05,0.0,0.04135,0.00033,-0.00033,0.0,0.0508,,,0.0,1.12,0.47,-0.16,0,0.09991971,0.04193059,-0.01427424,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,1342.5,188.7,-188.7,0.0,2017.0,,,0.0,87.58,,,0.0,0,2.56,0.9,-0.9,0.0,0.007724,0.000212,-0.000362,0.0,,,,,,,,,G0,6132.0,87.95,-135.79,0.0,1.29,0.537,-0.17,0.0,1.2,0.162,-0.084,0,0.14,0.157,-0.143,0.0,[Fe/H],0.30207,0.05504,-0.06304,0.0,4.29,0.103,-0.244,0.0,2.88,1.02,-1.23,0.0,0.65,0.07,-0.07,0.0,,,,,,,,,,,,,19h02m51.24s,285.7135,+41d36m21.17s,41.6058799,814.078,,,13.199,0.126,-0.126,11.959,0.02,-0.02,13.1774,0.000308,-0.000308,0
Kepler-132 c,Kepler-132,,2,4,0,Kepler,0,6.414914,1.9e-05,-1.9e-05,0.0,0.068,,,0.0,0.195,,,0.0,1.28,0.25,-0.25,0,0.114,0.022,-0.022,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,271.0,48.8,-48.8,0.0,1069.0,,,0.0,83.44,,,0.0,0,8.6,1.6,-1.6,0.0,0.01135,0.00026,-0.00026,0.0,,,,,,,,,G0,6003.0,146.0,-146.0,0.0,1.178,0.229,-0.229,0.0,0.929,0.035,-0.033,0,-0.2159,0.0128,-0.0128,0.0,[M/H],0.211,,,0.0,4.31,0.15,-0.15,0.0,4.37,1.86,-2.25,0.0,0.91,0.24,-0.2,0.0,,,,,,,,,,,,,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,,,11.922,0.026,-0.026,10.424,0.019,-0.019,,,,0
Kepler-1357 b,Kepler-1357,Gaia DR2 2130115281293911552,1,1,0,Kepler,0,3.0091324,1.52e-05,-1.52e-05,0.0,0.041,,,0.0,0.0404,,,0.0,1.28,0.2,-0.11,0,0.11419395,0.0178428,-0.00981354,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,449.975,30.59,-28.452,0.0,1177.0,,,0.0,89.95,,,0.0,0,10.461,0.417,-0.417,0.0,0.012882,0.000741,-0.000475,0.0,,,,,,,,,G6,5597.0,92.01,-91.12,0.0,0.9,0.134,-0.069,0.0,0.93,0.054,-0.062,0,-0.06,0.149,-0.196,0.0,[Fe/H],-0.14555,,,0.0,4.5,0.051,-0.132,0.0,4.57,5.18,-2.84,0.0,2.16164,0.41381,-0.81762,0.0,,,,,,,,,,,,,19h26m11.54s,291.5480665,+50d21m11.73s,50.3532584,1015.69,26.04,-24.784,15.322,0.126,-0.126,13.612,0.047,-0.047,15.2205,0.000447,-0.000447,0
Kepler-1358 b,Kepler-1358,Gaia DR2 2105558930336570496,1,1,0,Kepler,0,7.06317341,2.9e-05,-2.9e-05,0.0,0.0656,,,0.0,0.12,,,0.0,1.12,0.07,-0.1,0,0.09991971,0.00624498,-0.0089214,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,98.834,3.538,-3.43,0.0,827.0,,,0.0,88.31,,,0.0,0,11.3,5.5,-5.5,0.0,0.013006,0.00036,-0.000769,0.0,,,,,,,,,K0,5181.0,58.32,-55.42,0.0,0.79,0.045,-0.05,0.0,0.82,0.041,-0.049,0,-0.08,0.153,-0.179,0.0,[Fe/H],-0.41347,,,0.0,4.57,0.034,-0.06,0.0,5.13,6.38,-3.15,0.0,3.96348,2.19015,-0.50799,0.0,,,,,,,,,,,,,19h04m40.93s,286.1705469,+43d00m32.04s,43.0089,546.998,6.201,-6.065,14.693,0.103,-0.103,12.656,0.03,-0.03,14.5403,0.000717,-0.000717,0
Kepler-1420 b,Kepler-1420,Gaia DR2 2077232246636173056,1,1,0,Kepler,0,6.69960006,4.5e-05,-4.5e-05,0.0,0.0671,,,0.0,0.0636,,,0.0,1.28,0.14,-0.12,0,0.11419395,0.01248996,-0.01070568,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,131.526,15.144,-13.235,0.0,806.0,,,0.0,90.0,,,0.0,0,18.82,2.2,-2.2,0.0,0.015185,0.000892,-0.000819,0.0,,,,,,,,,K0,5187.0,207.12,-171.94,0.0,0.79,0.069,-0.057,0.0,0.82,0.055,-0.058,0,-0.1,0.167,-0.194,0.0,[Fe/H],-0.23199,,,0.0,4.57,0.04,-0.063,0.0,4.9,5.79,-3.1,0.0,2.60281,0.48722,-1.07886,0.0,,,,,,,,,,,,,19h44m48.93s,296.2038586,+42d46m40.14s,42.7778165,1054.37,54.02,-49.08,15.894,0.058,-0.058,13.76,0.046,-0.046,15.8488,0.000622,-0.000622,0
Kepler-235 c,Kepler-235,Gaia DR2 2100082125479729792,1,4,0,Kepler,0,7.824904,5.5e-05,-5.5e-05,0.0,0.065,,,0.0,0.152,,,0.0,1.28,0.08,-0.08,0,0.114,0.007,-0.007,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,14.2,2.1,-1.7,0.0,555.0,43.0,-46.0,0.0,89.16,0.00074,-0.19,0.0,0,24.96,0.22,-0.41,0.0,0.02239,0.00069,-0.00069,0.0,,,,,,,,,M0 V,4255.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,0.581,0.018,-0.018,0,-0.51,0.06,-0.06,0.0,[Fe/H],-1.10237,0.05176,-0.05878,0.0,4.73,0.15,-0.15,0.0,6.0,0.6,-0.3,0.0,4.14,0.54,-0.29,0.0,,,,,39.49,1.97,-1.97,0.0,,,,,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,6.695,-6.495,16.567,0.252,-0.252,13.116,0.03,-0.03,15.9695,0.000633,-0.000633,0
Kepler-285 c,Kepler-285,Gaia DR2 2129295427874937856,1,2,0,Kepler,0,6.186676,5.9e-05,-5.9e-05,0.0,0.064,,,0.0,0.0776,,,0.0,1.12,0.49,-0.49,0,0.1,0.044,-0.044,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,137.068,7.328,-6.907,0.0,851.0,,,0.0,89.95,,,0.0,0,16.46,2.0,-2.0,0.0,0.01265,0.000839,-0.000473,0.0,,,,,,,,,G7,5411.0,200.0,-200.0,0.0,0.808,0.348,-0.348,0.0,0.915,0.026,-0.026,0,0.17,0.04,-0.04,0.0,[Fe/H],-0.27923,,,0.0,4.584,0.3,-0.3,0.0,2.88,2.87,-1.97,0.0,1.5,0.08,-0.09,0.0,,,,,,,,,,,,,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,824.31,16.001,-15.413,15.198,0.149,-0.149,13.319,0.039,-0.039,15.1521,0.000435,-0.000435,0
Kepler-334 b,Kepler-334,Gaia DR2 2130661880308812800,1,3,0,Kepler,0,5.470319,2.1e-05,-2.1e-05,0.0,0.061,,,0.0,0.143,,,0.0,1.12,0.21,-0.21,0,0.1,0.019,-0.019,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,300.982,7.27,-7.11,0.0,1090.0,,,0.0,89.68,,,0.0,0,13.396,0.503,-0.503,0.0,0.009413,0.000342,-0.000153,0.0,,,,,,,,,G2,5828.0,100.0,-100.0,0.0,1.068,0.194,-0.194,0.0,1.022,0.0235,-0.0235,0,-0.012,0.013,-0.013,0.0,[M/H],0.05556,0.01529,-0.01589,0.0,4.385,0.15,-0.15,0.0,2.75,1.82,-1.52,0.0,1.02,0.06,-0.06,0.0,,,,,,,,,-32.11942,2.33627,-2.33627,0.0,19h08m33.75s,287.1406177,+47d06m54.42s,47.1151153,426.59,4.496,-4.405,12.834,0.069,-0.069,11.409,0.013,-0.013,12.73,0.000204,-0.000204,0
Kepler-381 c,Kepler-381,Gaia DR2 2105835281411929728,1,3,0,Kepler,0,13.391635,0.000129,-0.000129,0.0,0.117,,,0.0,0.438,,,0.0,1.12,0.25,-0.25,0,0.1,0.022,-0.022,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,225.331,4.09,-3.998,0.0,1180.0,,,0.0,88.8,,,0.0,0,30.46,2.8,-2.8,0.0,0.006273,0.000245,-0.000152,0.0,,,,,,,,,G0,6152.0,100.0,-100.0,0.0,1.568,0.35,-0.35,0.0,1.144,0.032,-0.033,0,-0.2016,0.0086,-0.0086,0.0,[M/H],0.5139,0.01479,-0.02033,0.0,4.12,0.18,-0.18,0.0,2.57,0.58,-0.5,0.0,0.37,0.02,-0.02,0.0,,,,,,,,,-2.02699,0.86564,-0.86564,0.0,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,1.708,-1.687,10.47,0.006,-0.006,9.504,0.014,-0.014,10.5459,0.000272,-0.000272,0
Kepler-384 b,Kepler-384,Gaia DR2 2106306495162679552,1,2,0,Kepler,0,22.597053,0.000243,-0.000243,0.0,0.148,,,0.0,0.165,,,0.0,1.12,0.32,-0.32,0,0.1,0.029,-0.029,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,101.549,2.953,-2.872,0.0,670.0,,,0.0,89.87,,,0.0,0,28.19,1.5,-1.5,0.0,0.010811,0.000493,-0.000277,0.0,,,,,,,,,G6,5577.0,145.0,-145.0,0.0,0.882,0.251,-0.251,0.0,0.882,0.015,-0.014,0,-0.29,0.04,-0.04,0.0,[Fe/H],0.39588,,,0.0,4.475,0.15,-0.15,0.0,12.88,0.61,-0.58,0.0,0.21,0.01,-0.01,0.0,,,,,,,,,,,,,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678,10.6165,-10.6165,13.734,0.08,-0.08,12.038,0.018,-0.018,13.5538,0.000203,-0.000203,0
Kepler-438 b,Kepler-438,Gaia DR2 2104675781979819776,1,1,0,Kepler,0,35.23319,0.00025,-0.00029,0.0,0.166,0.051,-0.042,0.0,0.847,,,0.0,1.12,0.16,-0.17,0,0.1,0.01,-0.02,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.03,0.1,-0.03,-1.0,1.4,0.67,-0.77,0.0,288.0,,,0.0,89.86,0.14,-0.32,0.0,0,73.0,26.0,-15.0,0.0,0.02,0.002,-0.0018,0.0,,,,,,,,,M1,3748.0,112.0,-112.0,0.0,0.52,0.038,-0.061,0.0,0.544,0.041,-0.061,0,0.16,0.14,-0.14,0.0,[Fe/H],-1.357,0.142,-0.138,0.0,4.74,0.059,-0.029,0.0,4.4,0.8,-0.7,0.0,5.52,1.53,-0.77,0.0,,,,,,,,,,,,,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,195.94287175,4.72894534,-4.72894534,15.104,0.252,-0.252,11.199,0.02,-0.02,14.4852,0.001258,-0.001258,0
Kepler-589 c,Kepler-589,Gaia DR2 2119809116425132160,1,2,0,Kepler,0,3.52466011,,,0.0,0.0426,,,0.0,0.0695,,,0.0,1.11727238,,,0,0.09967654,,,0,1.45,,,0,0.00455,,,0,5.71,,,0,0.0,,,0.0,344.61,224.46,-119.21,0.0,1098.0,,,0.0,71.95,,,0.0,0,13.18,1.4,-1.4,0.0,0.010979,0.000769,-0.000479,0.0,,,,,,,,,G8V,5372.0,160.0,-160.0,0.0,0.916,0.194,-0.129,0.0,0.832,0.108,-0.063,0,-0.02,0.3,-0.3,0.0,[Fe/H],-0.34669,,,0.0,4.434,0.112,-0.154,0.0,14.0,3.6,-3.6,0.0,0.04765,3.58771,-0.09416,0.0,3.9,,,0.0,,,,,-18.91,0.32,-0.32,0.0,18h42m33.94s,280.6414331,+47d45m07.41s,47.7520581,612.803,7.885,-7.692,14.775,0.035,-0.035,12.865,0.026,-0.026,14.6611,0.00031,-0.00031,0
Kepler-756 b,Kepler-756,Gaia DR2 2101594538086364032,1,1,0,Kepler,0,1.224866322,3.839e-06,-3.839e-06,0.0,0.0219,,,0.0,0.0257,,,0.0,1.12,0.09,-0.1,0,0.09991971,0.00802926,-0.0089214,0,1.46,,,0,0.00459,,,0,5.71,,,0,0.0,,,0.0,2174.33,833.59,-669.43,0.0,1741.0,,,0.0,86.94,,,0.0,0,5.562,0.679,-0.679,0.0,0.013185,0.000572,-0.0004,0.0,,,,,,,,,K0,5282.0,97.87,-62.48,0.0,0.79,0.057,-0.066,0.0,0.82,0.055,-0.059,0,-0.19,0.18,-0.211,0.0,[Fe/H],-0.358,,,0.0,4.57,0.046,-0.064,0.0,4.47,6.32,-2.83,0.0,2.17012,0.26485,-0.82074,0.0,,,,,,,,,,,,,19h22m25.91s,290.6079736,+41d12m03.94s,41.201094,852.0,65.643,-74.993,15.986,0.013,-0.013,13.535,0.04,-0.04,15.3912,0.000637,-0.000637,0
Kepler-776 b,Kepler-776,Gaia DR2 2102410719308323584,1,1,0,Kepler,0,4.89718784,1.969e-05,-1.969e-05,0.0,0.0523,,,0.0,0.0719,,,0.0,1.28,0.11,-0.07,0,0.11419395,0.00981354,-0.00624498,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,135.082,6.812,-6.482,0.0,904.0,,,0.0,87.63,,,0.0,0,20.97,3.6,-3.6,0.0,0.014902,0.001079,-0.000486,0.0,,,,,,,,,K1,5071.0,57.15,-86.62,0.0,0.78,0.039,-0.035,0.0,0.83,0.036,-0.041,0,0.05,0.157,-0.164,0.0,[Fe/H],-0.43656,,,0.0,4.58,0.024,-0.05,0.0,4.37,6.03,-2.62,0.0,7.27284,1.23305,-3.02051,0.0,,,,,,,,,,,,,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904,14.068,-13.553,15.562,0.412,-0.412,13.319,0.034,-0.034,15.42,0.000418,-0.000418,0
Kepler-787 b,Kepler-787,Gaia DR2 2052736123999181824,1,1,0,Kepler,0,0.928310498,2.197e-06,-2.197e-06,0.0,0.0159,,,0.0,0.0316,,,0.0,1.28,0.06,-0.07,0,0.11419395,0.00535284,-0.00624498,0,2.18,,,0,0.00687,,,0,5.71,,,0,0.0,,,0.0,493.553,23.962,-22.77,0.0,1115.0,,,0.0,88.27,,,0.0,0,6.0,1.3,-1.3,0.0,0.018638,0.000723,-0.000825,0.0,,,,,,,,,K6,4248.0,40.9,-33.57,0.0,0.62,0.02,-0.019,0.0,0.65,0.028,-0.023,0,-0.09,0.105,-0.081,0.0,[Fe/H],-0.89537,,,0.0,4.67,0.014,-0.013,0.0,3.39,4.09,-1.78,0.0,3.24108,1.15008,-0.82971,0.0,,,,,,,,,,,,,19h26m46.19s,291.6924773,+38d34m22.48s,38.5729105,503.568,9.2435,-9.2435,16.696,1.133,-1.133,13.105,0.033,-0.033,15.8612,0.0006,-0.0006,0
Kepler-1695 b,Kepler-1695,Gaia DR2 2128168256659148032,1,1,0,Kepler,0,4.7329,,,0.0,0.0529,,,0.0,0.0669,,,0.0,1.11948901,,,0,0.09987412,,,0,1.46,,,0,0.00458,,,0,5.72,,,0,0.0,,,0.0,198.57,120.5,-49.99,0.0,957.0,,,0.0,89.67,,,0.0,0,20.8,7.1,-7.1,0.0,0.011896,0.000431,-0.000717,0.0,,,,,,,,,G7,5473.19,123.22,-123.22,0.0,0.987155,,,0.0,0.96,,,0,-0.0347,0.0131,-0.0131,0.0,[M/H],-0.10357,,,0.0,4.43157,,,0.0,0.5,3.8,-3.8,0.0,1.406957,,,0.0,,,,,,,,,,,,,19h34m28.63s,293.6193001,+46d24m48.25s,46.4134015,791.175,12.3105,-12.3105,14.762,0.092,-0.092,12.998,0.034,-0.034,14.6234,0.000281,-0.000281,0
Kepler-1869 b,Kepler-1869,Gaia DR2 2125751461382627840,1,2,0,Kepler,0,8.167360306,,,0.0,0.07976,0.00049,-0.00049,0.0,0.706,,,0.0,1.11955354,,,0,0.09988005,,,0,1.46,,,0,0.00458,,,0,5.72,,,0,0.0,,,0.0,138.5,8.5,-8.5,0.0,865.0,,,0.0,86.03,,,0.0,0,6.0,2.3,-2.3,0.0,0.009413,0.000132,-0.000237,0.0,,,,,,,,,G2V,5808.0,105.0,-128.0,0.0,0.902,0.138,-0.046,0.0,0.987,0.049,-0.078,0,-0.06,0.15,-0.15,0.0,[Fe/H],-0.05012,0.01419,-0.01116,0.0,4.522,0.03,-0.12,0.0,1.29,2.02,-0.35,0.0,0.43756,1.55266,-0.3578,0.0,,,,,,,,,,,,,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.025,0.291,-0.291,10.31,0.005,-0.005,8.693,0.015,-0.015,10.0911,0.00041,-0.00041,0
K2-169 b,K2-169,Gaia DR2 2599322178998513664,1,1,0,K2,0,6.380803,0.000778,-0.000699,0.0,0.0671,,,,,,,,1.27328671,0.10733117,-0.07695112,0,0.11359503,0.00957545,-0.00686512,0,2.16,,,0,0.00681,,,0,5.75,,,0,0.0,,,,,,,,906.1,,,,87.83658,1.57533,-3.58701,0.0,0,13.592261,2.19989,-5.103159,0.0,0.012701,0.00083,-0.000647,0.0,,,,,,,,,G6,5548.0,50.0,-50.0,0.0,0.919053,0.048975,-0.029896,0.0,0.986144,0.027819,-0.026433,0,0.26,0.08,-0.08,0.0,[Fe/H],-0.16063,0.01037,-0.01062,0.0,4.56,0.1,-0.1,0.0,,,,,1.498321,0.459292,-0.241068,0.0,,,,,,,,,-8.14553,1.25187,-1.25187,0.0,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376,235.867,4.698,-4.522,12.23,0.069,-0.069,10.371,0.021,-0.021,12.0063,0.000308,-0.000308,0
Kepler-1263 b,Kepler-1263,Gaia DR2 2130550520397270016,1,1,0,Kepler,0,4.55139967,2.128e-05,-2.128e-05,0.0,0.0499,,,0.0,0.0751,,,0.0,1.14,0.28,-0.12,0,0.10170399,0.02497993,-0.01070568,0,1.55,,,0,0.00489,,,0,5.75,,,0,0.0,,,0.0,144.813,5.503,-5.276,0.0,907.0,,,0.0,88.98,,,0.0,0,13.9,1.6,-1.6,0.0,0.013329,0.00309,-0.001133,0.0,,,,,,,,,K0,5213.0,61.9,-74.37,0.0,0.8,0.05,-0.046,0.0,0.84,0.04,-0.045,0,-0.03,0.157,-0.17,0.0,[Fe/H],-0.41402,,,0.0,4.56,0.033,-0.063,0.0,4.9,6.27,-2.98,0.0,2.45318,0.28085,-0.95193,0.0,,,,,,,,,,,,,19h05m56.07s,286.483626,+46d45m09.43s,46.7526182,664.83,9.049501,-9.049501,15.173,0.069,-0.069,13.08,0.028,-0.028,15.0007,0.000362,-0.000362,0
Kepler-1456 b,Kepler-1456,Gaia DR2 2106018801073572224,1,1,0,Kepler,0,18.1373829,0.0001854,-0.0001854,0.0,0.1132,,,0.0,0.306,,,0.0,1.14,0.09,-0.15,0,0.10170399,0.00802926,-0.0133821,0,1.55,,,0,0.00489,,,0,5.75,,,0,0.0,,,0.0,8.234,0.258,-0.249,0.0,433.0,,,0.0,86.12,,,0.0,0,13.97,6.9,-6.9,0.0,0.017374,0.001033,-0.000913,0.0,,,,,,,,,K6,4231.0,68.4,-85.61,0.0,0.62,0.035,-0.074,0.0,0.64,0.049,-0.083,0,-0.09,0.212,-0.336,0.0,[Fe/H],-0.957,,,0.0,4.67,0.046,-0.023,0.0,3.72,5.7,-2.1,0.0,3.309,0.69457,-1.34007,0.0,,,,,,,,,,,,,19h07m46.88s,286.9453381,+43d49m22.09s,43.8228023,370.312,4.089,-4.002,15.777,0.355,-0.355,12.681,0.024,-0.024,15.445,0.000565,-0.000565,0
Kepler-1577 b,Kepler-1577,Gaia DR2 2128481789271221632,1,1,0,Kepler,0,6.30560247,3.666e-05,-3.666e-05,0.0,0.0657,,,0.0,0.129,,,0.0,1.13,0.05,-0.11,0,0.10081185,0.0044607,-0.00981354,0,1.51,,,0,0.00474,,,0,5.75,,,0,0.0,,,0.0,57.751,2.253,-2.169,0.0,1125.0,,,0.0,87.71,,,0.0,0,15.02,6.2,-6.2,0.0,0.013838,0.000243,-0.001201,0.0,,,,,,,,,K3,4862.0,84.27,-75.08,0.0,0.74,0.029,-0.032,0.0,0.78,0.035,-0.04,0,0.0,0.149,-0.164,0.0,[Fe/H],-0.60727,,,0.0,4.6,0.02,-0.037,0.0,4.27,6.06,-2.43,0.0,2.23018,2.17766,-0.06599,0.0,,,,,,,,,,,,,19h31m49.26s,292.9552704,+47d34m22.96s,47.5730433,510.029,6.634,-6.469,15.228,0.183,-0.183,12.862,0.031,-0.031,15.0571,0.000732,-0.000732,0
